Text,Title,Image,Field,anchornav_URL,anchornav
,CM.com,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-cm-logo.jpg,"Leading communications services provider implements hybrid cloud strategy with VMware Cloud Foundation, providing the ultimate cloud flexibility.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Leading_communications_services_provider_implements_hybrid_cloud_strategy_en_26270776570000,LEARN MORE 
,Texas Tech University System,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-texas-logo.jpg,"University system boosts performance 20% for IBM Cognos and Ellucian Banner processes with VMware vSAN, for faster reporting and better user support.",javascript:void(0),LEARN MORE 
,Rackspace,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-rackspace-logo.jpg,Managed services company uses VMware cloud solutions to modernize and manage its data center and provide the most effective solutions for customers.,javascript:void(0),LEARN MORE 
,Preferred Mutual Insurance Company,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-preferred-mutual-logo.jpg,BYOD solutions maximize remote employee and IT staff productivity while keeping company information secure.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Secure_BYOD_Environment_Meets_Industry_Requirements_en_1083993150000,LEARN MORE 
,OCBC NISP,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-ocbc-nisp-logo.jpg,An Indonesian bank deployed VMware Workspace ONE to ensure secure access to IT resources for employees anytime anywhere.,javascript:void(0),LEARN MORE 
,Lucky Brand,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-lucky-brand-logo.jpg,Lucky Brand turned to Azure VMware Solutions to improve the unified shopping experience between their brick-and-mortar and online sales.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Lucky_Brand_Finds_the_Perfect_Fit_with_AzureVMware_Solutions_en_22292679510000,LEARN MORE 
,Carahsoft,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-carahsoft-logo.jpg,VMware Education Services offers the training and certifications our partners need to make their customers successful.,javascript:void(0),LEARN MORE 
,IBM,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-ibm-customer-logo.jpg,"VMware Education Services helps provide scale of competency for learning in the cloud space and beyond, so individuals can do their jobs better.",javascript:void(0),LEARN MORE 
,T-Mobile USA,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-t-mobile-logo-for-case-study.jpg,In order to continue to provide performance to customers it was necessary to improve containerization support for its DevOps teams.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Delivering_a_Unified_Container_Experience_for_DevOps_with_VMware_Enterprise_PKS_en_15638949590000,LEARN MORE 
,Columbia Southern University,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-columbia-southern-university-casestudy-logo.jpg,Online university deploys proactive IT security with VMware AppDefense and Carbon Black.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Online_University_Avoids_Hard_Lesson_in_Security_en_22984788590000,LEARN MORE 
,SKY Italia,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-sky-logo.jpg,Sky Italia adopts a new technological and architectural paradigm to intensify digital transformation and offer its customers ever better quality.,javascript:void(0),LEARN MORE 
,Ceridian,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-ceridian-logo.jpg,Improving application and network security at scale to secure critical workloads.,javascript:void(0),LEARN MORE 
,Tyler ISD,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-tyler-isd-logo.jpg,School district empowers staff and students while saving millions with VMware Horizon virtual desktop infrastructure and VMware vSphere 6.7.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Empowering_Faculty_and_Students_Within_School_District_en_33777866260000,LEARN MORE 
,PRODAPT SOLUTIONS PRIVATE LIMITED,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/company/vmw-prodapt-logo.png,"With solutions for operational insights and hyperconverged infrastructure, Prodapt reduced costs of provisioning storage and compute.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/OnTheFly_Provisioning_Through_HyperConverged_Infrastructure_en_7505915600000,LEARN MORE 
,St.John’s Medical Center,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-st-johns-medical-logo.jpg,"With VMware solutions, St. John’s Health is able to spend more time with patients and less time dealing with technology to deliver care.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/VMware_Solutions_Enable_Customer_Centric_Care_en_37003055420000,LEARN MORE 
,Ballarat Health Services,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-ballarat-health-services-logo.jpg,Emergency Department in regional hospital uses Follow Me Desktop to improve data security and efficiency giving clinicians more time with patients.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Health_service_transforms_the_cost_quality__delivery_of_patient_care_en_19829202660000,LEARN MORE 
,Genghis Capital,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-genghis-capital-logo.jpg,"Using software-defined solutions, Genghis Capital was able to roll its environment onto a 100% cloud-based infrastructure in one day.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/KENYAN_INVESTMENT_BANK_MIGRATES_100_TO_THE_CLOUD_IN_ONE_DAY_en_3118309040000,LEARN MORE 
,Locarno Film Festival,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-locarno-film-festival-logo.jpg,Ensuring reliable services and festival-ready performance levels with VMware vSAN,javascript:void(0),LEARN MORE 
,RPC United Wagon Company,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-united-wagon-company-en-logo.jpg,VMware software-defined solutions help to improve infrastructure monitoring and reduce the time needed to respond to IT events.,javascript:void(0),LEARN MORE 
,CENITEX,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-cenitex-casestudy-logo.jpg,"Government agency implements a fully integrated range of solutions from the data centre to digital workspaces, including security protection.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Government_agency_embarks_on_an_endtoend_IT_infrastructure_refresh_en_5182,LEARN MORE 
,Harro Höfliger,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-harro-hoefliger-logo.jpg,"Creating a concept for migrating from traditional to a hyperconverged infrastructure that integrates computing, storage and network resources.",javascript:void(0),LEARN MORE 
,International Committee of the Red Cross,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-icrc-logo.jpg,"VMware NSX enables secure data transfer between employees on humanitarian missions worldwide, keeping sensitive information safe in crisis areas.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Securing_the_operations_of_the_worlds_largest_humanitarian_network_en_120,LEARN MORE 
,IFRN – Instituto Federal do Rio Grande do Norte,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-ifrn-logo.jpg,"IFRN built a mobile lab with VMware solutions to improve their students’ practical education, reduce costs and improve lab management.",javascript:void(0),LEARN MORE 
,Gemeente Hardenberg,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-logo-hardenberg.jpg,The municipality of Hardenberg worked with partner PQR to set up a future-proof infrastructure with robust storage and maximum data security.,javascript:void(0),LEARN MORE 
,Hong Kong Cancer Fund,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-cancer-fund-logo.jpg,"With VMware vSAN, the charity is fully equipped to scale out their IT infrastructure, and support new development requirements.",javascript:void(0),LEARN MORE 
,GILAI,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-gilai-case-study-logo.jpg,"VMware solutions are at the heart of GILAI’s business strategy, enabling the business to be more secure, more agile and more efficient.",javascript:void(0),LEARN MORE 
,Chow Sang Sang,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-chow-sang-sang-logo.jpg,Chow Sang Sang adopted VMware’s SDDC solutions to transform its IT infrastructure to establish a solid foundation for the future cloud strategy.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Transform_IT_Services_to_Run_at_the_Speed_of_Business_with_VMware_en_158,LEARN MORE 
,Porsche Informatik GmbH,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-porsche-informatik-logo.jpg,"With VMware’s Software Defined Data Center (SDDC) solutions, Porsche Informatik raises its IT infrastructure to a new level of performance.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/New_SDDC_for_Porsche_Informatik_strengthens_their_digital_leadership_en_4515,LEARN MORE 
,Bank am Bellevue,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-bank-am-bellevue-logo.jpg,Bank am Bellevue launched their portfolio online with the highest security and provided real-time system access for employees around the world.,javascript:void(0),LEARN MORE 
,Big Brain Pictures,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-big-brain-pictures-logo.jpg,Thai animation company used a customized IaaS cloud through a VMware Cloud Provider™ partner for a special project to honor the late King.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/A_Shift_To_The_Cloud_Saved_The_Day_For_Thai_Animation_Company_en_7914,LEARN MORE 
,NIGAY,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-nigay-logo.jpg,"Software-defined solutions enable a single, secure platform for virtualising storage, the network, security and computing power.",javascript:void(0),LEARN MORE 
,Queen Margaret University,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-queen-margaret-university-logo.jpg,Innovative UK university creates a more dynamic mobile experience for students by implementing VMware Horizon® 7.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/UK_university_creates_dynamic_learning_environment_for_students__uk_7417,LEARN MORE 
,Suria Strategic Multi Media Sdn Bhd,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-suria-logo.png,Business solutions provider in Malaysia enjoys big boost in bandwidth and productivity with VMware SD-WAN by VeloCloud.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/_Improving_bandwidth_and_productivity_for_successful_business_growth_en_9404,LEARN MORE 
,Harel Insurance & Finance,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/company/vmware-harel-case-study-logo.jpg,The company has developed new routes to market and enhanced customer experiences by simplifying management of its IT infrastructure with VMware.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Harel_Insurance__Finance_promotes_a_culture_of_innovation_en_2898,LEARN MORE 
,Dell Technologies,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-dell-tech-logo.jpg,VMware’s hybrid cloud model enables a seamless transfer of content between a short-term VMware Cloud™ on AWS environment and three private clouds.,javascript:void(0),LEARN MORE 
,"Advanced Solutions, a DXC Technology Company",https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-advanced-solutions-dxc-technology-logo.jpg,"VMware automation and networking solutions are taking government IT to the cloud in British Columbia, with security and speed.",javascript:void(0),LEARN MORE 
,Angel MedFlight,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-angel-medflight-logo.jpg,"Web-based VMware infrastructure keeps life-saving “always up” infrastructure in-house, with room to grow as the company grows.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Technology_Critical_When_Every_Moment_Counts_in_Patient_Transportation_en_5239,LEARN MORE 
,Ceridian,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-ceridian-logo.jpg,"VMware vSphere and VMware AppDefense protect apps in a resilient environment, with improved time to market and security.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Secure_Applications_and_Faster_Delivery_for_HCR_Customer_en_2290,LEARN MORE 
,Global Staffing Firm,,"Global staffing firm chose VMware solutions to deliver the agility, protection & hybrid cloud capabilities needed in an integrated platform.",javascript:void(0),LEARN MORE 
,Thales,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-thales-logo.jpg,"With VMware Horizon, the company can roll out a large number of virtual workstations quickly and with the knowledge that corporate data is secure.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Thales_Transforms_Its_Workstations_into_UltraSecure_Digital_Spaces_en_2492,LEARN MORE 
,"RICOH COMPANY, LTD",https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-ricoh-logo.jpg,"Ricoh builds a digital workspace as a core infrastructure for workstyle innovation, and returns the new value they created to the customers.",javascript:void(0),LEARN MORE 
,William Hill,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-william-hill-logo.jpg,"Gaming giant relies on software-defined solutions to roll out new products fast, get elastic capacity for big events, and protect valuable data.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Transforming_efficiency_scalability_and_agility_with_private_cloud_en_7554,LEARN MORE 
,University of Technology Sydney,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-uts-logo.jpg,"University Liberates Students From On-Campus Desktops with Cloud-Based, Digital Workspace Solution.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Anytime_anywhere_secure_access_to_cloudbased_digital_learning_en_177,LEARN MORE 
,Zahnärztekasse AG,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-zak-logo.jpg,"With VMware NSX Data Center, Zahnärztekasse has made a targeted investment in a higher level of security to protect against cybercrime.",javascript:void(0),LEARN MORE 
,Sky,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-sky-logo.jpg,"Europe’s leading media brand wanted to expand to new markets and offer new services to customers, and needed a new approach to its IT infrastructure.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Storage_virtualization_creates_platform_for_dynamic_service_delivery_uk_9750,LEARN MORE 
,Cubic Corporation,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-cubic-corporation-logo.jpg,"VMware – selected over Nutanix – enables lightweight, military-grade solutions that can deploy quickly, anywhere, with the highest security.",javascript:void(0),LEARN MORE 
,velcom,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-velcom_logo.jpg,"VMware is helping create an efficient, flexible platform for business expansion, from mobile working to the onboarding of new acquisitions.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/VMware_solutions_enable_growth_while_ensuring_business_continuity_en_6605,LEARN MORE 
,University of Groningen,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-university-of-groningen-casestudy-logo.jpg,The university partnered with VMware to build a platform for IT and institutional operational excellence that will drive global research ambitions.,javascript:void(0),LEARN MORE 
,Banglalink Digital Communications Ltd.,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-banglalink-logo.jpg,Bangladesh’s largest telecommunications provider has transformed its internal processes with VMware Workspace ONE.,javascript:void(0),LEARN MORE 
,Bouwgroep Dijkstra Draisma,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-bouwgroep.png,Dutch construction business adopts VMware Workspace ONE™ to drive industry-leading digital transformation.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Modernizing_the_Dutch_construction_sector_with_digital_transformation_nl_2228,LEARN MORE 
,NCB Jamaica Limited,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-ncb-logo.jpg,"An expansive VMware footprint, including emerging solutions for containers and micro-segmentation, supports service delivery in hours – not weeks.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Digital_Transformation_Unlocks_Opportunities_to_Delight_Customers_en_3585,LEARN MORE 
,NCB Jamaica Limited,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-ncb-logo.jpg,VMware Workspace ONE is part of a comprehensive set of digital solutions that maximize business outcomes and support the services customers want.,javascript:void(0),LEARN MORE 
,SuperChoice,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-superchoice-logo.jpg,"Financial agency implemented VMware solutions to migrate seamlessly from a legacy data centre to the hosted cloud, for better customer experiences.",javascript:void(0),LEARN MORE 
,SIBUR,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-sibur-logo-en.jpg,"This Russian petrochemical leader increased IT availability at its subsidiary companies, moving to an efficient software-defined architecture.",javascript:void(0),LEARN MORE 
,MTS,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-mts-case-study-logo.jpg,"VMware vCloud NFV created a standard service delivery platform that can evolve with speed, creating new ways to engage with customers.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Simplified_operations_accelerate_delivery_of_high_value_digital_services_en_4582,LEARN MORE 
,Region Västra Götaland (VGR),https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-region-vastra-gotaland-case-study-logo.jpg,Transforming the way healthcare services are delivered to almost a fifth of Sweden’s population enables swift and secure access to healthcare systems.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Digital_workspace_platform_enables_healthcare_staff_to_focus_on_their_patients_en_798,LEARN MORE 
,MIGROS,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-migros-tr-logo.jpg,"Leading Turkish retailer integrates mobile devices, including BYOD, to open new stores faster, save costs and achieve operational efficiency.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Achieving_control_and_security_in_mobile_devices_en_3240,LEARN MORE 
,Deutsche Telekom ISP GmbH,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-deutsche-telekom-individual-solutions.jpg,"Regardless of location and device, employees can now download applications individually through a self-service app catalog.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/How_Deutsche_Telekom_and_VMware_are_Helping_Customers_Embrace_Digital_Transformation_de_6109,LEARN MORE 
,Hive,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-hive-logo.jpg,"Leading smart home solutions provider works with Wavefront™ by VMware® to analyze its cloud platform, creating real-time service difference.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Hive_Drives_Service_Excellence_in_Smart_Home_Sector_uk_4639,LEARN MORE 
,ESC Region 11,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-region-11-esc-customer-logo.jpg,ESC Region 11 provides schools a more secure and reliable technology platform to promote learning and teaching with VMware NSX Data Center.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Applying_Lessons_Learned_to_Defend_Against_Attacks_en_2395,LEARN MORE 
,Mohave Community College,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-mcc-logo.jpg,"A small IT team, supporting four campuses and around 8500 students, partnered with VMware and Dell to rebuild their entire domain.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2019/Community_College_Transforms_IT_Empowers_Students_to_Succeed_en_1148,LEARN MORE 
,AYA Bank,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/aya-bank-logo.png,Myanmar’s fastest growing bank deployed VMware vSphere® and VMware NSX® Data Center to transform banking in the country.,javascript:void(0),LEARN MORE 
,Berliner Stadtreinigung,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-berliner-stadtreinigungs-betriebe-logo.jpg,"For a more flexible, secure and mobile working environment for employees, Berlin’s waste management company chose VMware solutions.",javascript:void(0),LEARN MORE 
,The Bay Club,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-bay-club-logo.png,NSX SD-WAN helps an expanding hospitality company achieve accelerated integration and quick service delivery at its newly acquired locations.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Deliver_Business_Agility_and_Rapid_Branch_Deployment_with_SDWAN_en_7225,LEARN MORE 
,Devcon,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-devcon-logo.jpg,Leading construction company reduces branch CapEx and OpEx costs while improving WAN reliability and performance for remote branch users.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Improved_Wan_Reliability_Reduced_Branch_CapEx_Costs_en_2472,LEARN MORE 
,GE Johnson Construction Company,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-ge-johnson-logo.jpg,Top construction firm turned to VMware NSX SD-WAN by VeloCloud for quick deployments and secure connectivity.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Deploy_and_Manage_Remote_Sites_in_7_Days_or_Less_en_3347,LEARN MORE 
,ABC Inc.,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-abc-logo.jpg,"By using NSX SD-WAN, a worldwide organization changed from an active-passive to active-active network and introduced packet-by-packet prioritization.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/SDWAN_Used_to_Expand_Global_Footprint_and_Support_a_Remote_Workforce_en_9319,LEARN MORE 
,Stolt-Nielsen Limited,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-stolt-nielsen-logo.jpg,"This transportation company’s MPLS network created cost, flexibility, time-to-market, and manageability issues. NSX-SD-WAN solved their problems.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Futureproofing_the_Network_with_SDWAN_en_6452,LEARN MORE 
,Xavier University of Louisiana,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-xavier-university-logo.jpg,"University replaces legacy systems, deploying VMware Cloud Foundation to reduce costs, improve performance and support student and faculty needs.",javascript:void(0),LEARN MORE 
,InnovaPuglia,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-innovapuglia-logo.jpg,IT modernization and consolidation provide more efficient ICT services for all local health authorities and public entities in the Puglia region.,javascript:void(0),LEARN MORE 
,Yoma Bank,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-logo-yoma.png,One of the first private banks in Myanmar is now able to offer 24/7 banking to small and medium enterprises thanks to VMware solutions.,javascript:void(0),LEARN MORE 
,City Mart Holdings Limited,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-city-mart-logo.png,"Myanmar’s largest retailer depends on VMware vCloud Suite, VMware vCenter Server and VMware Workspace ONE to stock goods that customers want.",javascript:void(0),LEARN MORE 
,Simply Business,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-simply-business-logo.png,"For the UK's biggest insurance provider, SD-WAN was the key to excellent voice quality, fast access to mission critical applications, and more.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Enabling_Business_Insurance_Services_and_Its_Call_Centers_with_SDWAN_en_8866,LEARN MORE 
,Artex Securities,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-artex-securities-logo.png,Growing Vietnamese financial company enhanced security with VMware vSphere and VMware NSX Data Center to give customers peace of mind.,javascript:void(0),LEARN MORE 
,Deutsche Telekom,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-deutsche-telekom-logo.png,"Through SD-WAN, an innovative research center gained the capacity to scale its SDN capabilities across thousands of miles.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/SDWAN_for_Industrial_3D_Printing_and_Robot_Animation_en_6684,LEARN MORE 
,Salon Service Group,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-salon-service-group-logo.png,Traditional MPLS prevented a professional salon products distributor from opening stores quickly and gaining network visibility. SD-WAN changed that.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/No_Power_No_Carrier_Line_No_Problem_with_SDWAN_en_5204,LEARN MORE 
,Low T Center,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-low-t-center-logo.png,Next generation care solution requires uninterrupted access to AWS cloud computing services. Switching to SD-WAN provided that connectivity.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/SDWAN_Gives_Healthcare_Providers_Reliable_NextGen_Cloud_Compute_en_9101,LEARN MORE 
,"All Holdings, Inc. All Tile and CCS",https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-all-tile-logo.png,Merging disparate businesses and preparing for future expansion became effortless for leading wholesale distributor after migrating to SD-WAN.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Merging_Multiple_Networks_while_Optimizing_for_Cloud_Services_en_2173,LEARN MORE 
,Interfaith Medical Center,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-imc-logo.png,"Hospital bolsters app and network security, protecting patient data in a zero-trust security model with VMware NSX Data Center and VMware AppDefense.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Safeguard_Patient_Data_with_Better_Application_and_Network_Security_en_8085,LEARN MORE 
,Bank Leumi,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-leumi-logo.jpg,"Bank Leumi choose VMware solutions and Dell Technologies to build a revolutionary mobile-only banking platform – ""Pepper"" – for its customers.",javascript:void(0),LEARN MORE 
,United States Senate Federal Credit Union,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-ussfcu-logo.jpg,"Customer needed a virtualization strategy to help reduce the costs, time, and physical space that a hardware-based environment required.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Technology_Empowers_Credit_Union_to_Provide_BestinClass_Services_en_1242,LEARN MORE 
,Nol-Tec Systems,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-nol-tec-lockup-red.png,"VMware Professional Services helped bulk materials and environmental controls company launch new cloud-ready IT platform, enable rapid deployment",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Utilizing_Professional_Services_to_launch_new_Cloud_ready_IT_platform_en_9950,LEARN MORE 
,VITAS Healthcare,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-vitas-healthcare-logo.jpg,A robust and secure mobility strategy for the largest provider of hospice care in the U.S. benefits both the quality of care and the bottom line.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Healthcare_Giant_Solves_Mobility_Needs_with_Partner_Solutions_en_168,LEARN MORE 
,Raiffeisenbank,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-raiffeisen-bank-vector-logo.png,"By slashing provisioning times for compute resources, this Russian bank can bring products to market faster and compete successfully.",javascript:void(0),LEARN MORE 
,Cubic Corporation,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-cubic-corporation-logo.jpg,"The U.S. military needed better performing, lighter computing modules for fast deployments. VMware solutions enabled small form factor, modular racks.",javascript:void(0),LEARN MORE 
,Schloß Schönbrunn Kultur- und Betriebsgesellschaft,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-schloss-schonbrunn-logo.jpg,Each year the iconic castle welcomes millions of visitors and with the help of VMware it can easily handle the flow.,javascript:void(0),LEARN MORE 
,Niagara College,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-niagara-college-canada.jpg,"Modern data center with increased server density, virtualized computing labs deliver high-performance VDI and better student experiences at lower cost",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/College_Modernizes_Data_Center_to_the_Desktop_Giving_Students_Better_Experiences_en_9621,LEARN MORE 
,Colorado College,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-colorado-college.jpg,The college needed a way to provide secure access remotely to users without opening up the security risk “floodgates” of a traditional VPN.,javascript:void(0),LEARN MORE 
